CASEID;AGE1979;SAMPLE_SEX;SAMPLE_RACE;AFQT;ASVAB;HIGHESTGRADE;HEALTHLIMIT;INCOME;INDUSTRY;NUMJOBS;URBAN_RURAL;REGION;MARSTAT_COL;YR_ENT_LF;YR_EMP;YR_UNEMP;YR_OUT;AGE_ENT;UNEMP
7764.0;21.0;Female;Non-Black, Non-Hispanic;77775.0;61.0;College;No;28000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;West;Other;1982.0;9.0;0.0;0.0;24.0;0.0
7765.0;21.0;Female;Non-Black, Non-Hispanic;69788.0;64.0;College;No;21000.0;Professional and Related Services;2.0;Urban;South;Married, together;1983.0;8.0;0.0;0.0;25.0;0.0
7770.0;20.0;Male;Non-Black, Non-Hispanic;89803.0;64.0;College;No;27750.0;Professional and Related Services;3.0;Urban;Northeast;Never married;1980.0;11.0;0.0;0.0;21.0;0.0
7771.0;21.0;Female;Non-Black, Non-Hispanic;81797.0;70.0;College;No;16000.0;Transportation, Communication, Public Utilities;2.0;Urban;South;Married, together;1979.0;10.0;0.0;2.0;21.0;0.0
7772.0;21.0;Female;Non-Black, Non-Hispanic;74760.0;69.0;College;No;23500.0;Transportation, Communication, Public Utilities;2.0;Urban;South;Married, together;1979.0;10.0;0.0;2.0;21.0;0.0
7775.0;19.0;Female;Non-Black, Non-Hispanic;72042.0;57.0;College;No;20000.0;Transportation, Communication, Public Utilities;4.0;Urban;South;Other;1981.0;7.0;2.0;1.0;21.0;1.0
7776.0;20.0;Male;Non-Black, Non-Hispanic;89515.0;70.0;College;No;62836.0;Personal Services;2.0;Urban;South;Married, together;1983.0;8.0;0.0;0.0;24.0;0.0
7777.0;21.0;Female;Non-Black, Non-Hispanic;81662.0;71.0;College;No;33000.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1980.0;9.0;2.0;0.0;22.0;1.0
7783.0;20.0;Male;Non-Black, Non-Hispanic;67240.0;58.0;College;No;14000.0;Wholesale and Retail Trade;2.0;Urban;North central;Married, together;1979.0;11.0;1.0;0.0;20.0;1.0
7788.0;16.0;Female;Hispanic;27053.0;44.0;High school;Yes;25000.0;Personal Services;2.0;Urban;South;Married, together;1981.0;11.0;1.0;5.0;18.0;1.0
7789.0;22.0;Female;Hispanic;7197.0;27.0;Less than high school;No;3800.0;Manufacturing;1.0;Urban;South;Married, together;1984.0;12.0;1.0;1.0;27.0;1.0
7790.0;16.0;Male;Hispanic;763.0;21.0;Less than high school;No;18000.0;Finance, Insurance, and Real Estate;2.0;Urban;South;Other;1979.0;12.0;3.0;3.0;16.0;1.0
7791.0;15.0;Female;Hispanic;28973.0;53.0;High school;No;26900.0;Manufacturing;2.0;Urban;South;Married, together;1980.0;18.0;0.0;0.0;16.0;0.0
7792.0;19.0;Male;Hispanic;26971.0;41.0;High school;No;26000.0;Public Administration;2.0;Urban;South;Married, together;1979.0;18.0;1.0;0.0;19.0;1.0
7793.0;18.0;Male;Black;652.0;9.0;Less than high school;No;0.0;Manufacturing;0.0;Urban;South;Other;1979.0;9.0;4.0;5.0;18.0;1.0
7794.0;21.0;Female;Black;11956.0;43.0;College;No;14000.0;Wholesale and Retail Trade;2.0;Urban;South;Other;1979.0;17.0;0.0;2.0;21.0;0.0
7795.0;21.0;Female;Black;3640.0;36.0;Less than high school;No;0.0;Personal Services;0.0;Urban;South;Married, together;1981.0;13.0;1.0;3.0;23.0;1.0
7796.0;17.0;Female;Black;9533.0;41.0;High school;No;5000.0;Wholesale and Retail Trade;1.0;Urban;South;Never married;1981.0;14.0;3.0;0.0;19.0;1.0
7797.0;16.0;Female;Black;12421.0;36.0;High school;No;1100.0;Wholesale and Retail Trade;1.0;Urban;South;Never married;1994.0;3.0;0.0;0.0;31.0;0.0
7798.0;19.0;Female;Black;6971.0;17.0;Less than high school;No;4500.0;Manufacturing;3.0;Rural;South;Married, together;1979.0;9.0;5.0;4.0;19.0;1.0
7800.0;14.0;Male;Black;35566.0;43.0;College;No;30000.0;Entertainment and Recreation Services;2.0;Urban;South;Married, together;1981.0;13.0;1.0;2.0;16.0;1.0
7801.0;19.0;Male;Black;43202.0;58.0;High school;No;3000.0;Entertainment and Recreation Services;2.0;Urban;South;Never married;1980.0;15.0;2.0;1.0;20.0;1.0
7803.0;16.0;Male;Black;7664.0;9.0;Less than high school;No;0.0;Personal Services;1.0;Urban;South;Other;1983.0;4.0;6.0;5.0;20.0;1.0
7804.0;16.0;Female;Hispanic;5480.0;47.0;Less than high school;No;30.0;Wholesale and Retail Trade;0.0;Urban;South;Married, together;1984.0;10.0;1.0;3.0;21.0;1.0
7808.0;15.0;Male;Black;25083.0;26.0;High school;No;500.0;Wholesale and Retail Trade;0.0;Urban;South;Never married;1994.0;2.0;0.0;2.0;30.0;0.0
7809.0;18.0;Female;Black;7938.0;56.0;High school;No;21000.0;Wholesale and Retail Trade;2.0;Urban;South;Never married;1979.0;19.0;0.0;0.0;18.0;0.0
7810.0;17.0;Female;Black;13061.0;44.0;High school;No;5280.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1979.0;13.0;2.0;4.0;17.0;1.0
7812.0;14.0;Male;Black;11666.0;9.0;High school;No;0.0;Professional and Related Services;0.0;Urban;South;Other;1985.0;4.0;3.0;4.0;20.0;1.0
7814.0;16.0;Female;Black;29321.0;45.0;High school;No;0.0;Wholesale and Retail Trade;3.0;Urban;South;Other;1979.0;18.0;0.0;1.0;16.0;0.0
7816.0;17.0;Male;Black;115.0;25.0;High school;No;0.0;Personal Services;1.0;Urban;South;Never married;1989.0;2.0;2.0;4.0;27.0;1.0
7818.0;21.0;Female;Black;27086.0;40.0;High school;No;24900.0;Finance, Insurance, and Real Estate;2.0;Urban;South;Other;1979.0;14.0;3.0;2.0;21.0;1.0
7819.0;18.0;Female;Black;16575.0;34.0;High school;No;15000.0;Business and Repair Services;1.0;Urban;South;Never married;1979.0;18.0;1.0;0.0;18.0;1.0
7820.0;14.0;Female;Black;16896.0;40.0;Less than high school;No;11600.0;Wholesale and Retail Trade;2.0;Urban;South;Other;1983.0;15.0;0.0;0.0;18.0;0.0
7824.0;18.0;Male;Hispanic;61123.0;47.0;High school;No;25000.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1979.0;18.0;0.0;0.0;18.0;0.0
7829.0;17.0;Female;Hispanic;13515.0;35.0;High school;No;20000.0;Wholesale and Retail Trade;2.0;Urban;South;Never married;1983.0;14.0;1.0;0.0;21.0;1.0
7831.0;15.0;Female;Hispanic;26957.0;52.0;High school;No;25000.0;Wholesale and Retail Trade;2.0;Urban;South;Other;1984.0;11.0;0.0;3.0;20.0;0.0
7833.0;16.0;Female;Hispanic;70135.0;61.0;College;No;8000.0;Wholesale and Retail Trade;1.0;Urban;South;Married, together;1983.0;12.0;0.0;3.0;20.0;0.0
7834.0;21.0;Male;Black;47614.0;34.0;High school;No;16000.0;Wholesale and Retail Trade;2.0;Urban;South;Other;1981.0;9.0;6.0;1.0;23.0;1.0
7835.0;20.0;Female;Black;29118.0;35.0;High school;No;14000.0;Wholesale and Retail Trade;2.0;Urban;South;Other;1980.0;17.0;0.0;0.0;21.0;0.0
7836.0;15.0;Female;Black;3301.0;32.0;High school;No;5096.0;Entertainment and Recreation Services;2.0;Urban;South;Other;1993.0;3.0;1.0;0.0;29.0;1.0
7837.0;17.0;Male;Hispanic;2268.0;4.0;Less than high school;No;2100.0;Wholesale and Retail Trade;2.0;Urban;South;Never married;1980.0;9.0;6.0;1.0;18.0;1.0
7838.0;16.0;Female;Hispanic;32395.0;43.0;High school;No;26000.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1981.0;16.0;0.0;0.0;18.0;0.0
7839.0;16.0;Male;Black;440.0;15.0;Less than high school;No;0.0;Wholesale and Retail Trade;1.0;Urban;South;Never married;1982.0;11.0;2.0;1.0;19.0;1.0
7840.0;16.0;Male;Hispanic;9235.0;7.0;High school;No;2000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;South;Never married;1979.0;10.0;3.0;4.0;16.0;1.0
7841.0;21.0;Female;Hispanic;0.0;0.0;Less than high school;No;0.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1979.0;6.0;0.0;13.0;21.0;0.0
7846.0;15.0;Female;Black;9001.0;49.0;College;No;17433.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1981.0;15.0;0.0;2.0;17.0;0.0
7848.0;16.0;Male;Black;8297.0;33.0;Less than high school;No;11000.0;Wholesale and Retail Trade;3.0;Urban;South;Other;1983.0;13.0;0.0;0.0;20.0;0.0
7849.0;14.0;Female;Black;949.0;31.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;South;Never married;1996.0;3.0;0.0;0.0;31.0;0.0
7850.0;22.0;Female;Black;22786.0;38.0;High school;No;19000.0;Professional and Related Services;2.0;Urban;South;Married, together;1979.0;17.0;2.0;0.0;22.0;1.0
7854.0;17.0;Male;Black;53825.0;53.0;College;No;23500.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1985.0;13.0;0.0;0.0;23.0;0.0
7856.0;16.0;Female;Black;18516.0;37.0;High school;No;17500.0;Finance, Insurance, and Real Estate;2.0;Urban;South;Never married;1981.0;15.0;0.0;2.0;18.0;0.0
7860.0;15.0;Male;Black;6961.0;38.0;High school;No;21000.0;Wholesale and Retail Trade;2.0;Urban;South;Married, together;1981.0;17.0;0.0;0.0;17.0;0.0
7861.0;15.0;Male;Black;11623.0;11.0;High school;No;25000.0;Wholesale and Retail Trade;2.0;Urban;South;Never married;1991.0;6.0;0.0;1.0;27.0;0.0
7864.0;15.0;Female;Hispanic;38604.0;37.0;High school;No;0.0;Personal Services;0.0;Urban;South;Other;1986.0;3.0;0.0;9.0;22.0;0.0
7867.0;21.0;Male;Hispanic;11509.0;39.0;Less than high school;No;8000.0;Construction;5.0;Urban;South;Married, together;1979.0;18.0;1.0;0.0;21.0;1.0
7868.0;18.0;Male;Hispanic;25407.0;43.0;Less than high school;No;9000.0;Construction;4.0;Urban;South;Never married;1979.0;18.0;1.0;0.0;18.0;1.0
7869.0;17.0;Female;Hispanic;13158.0;52.0;Less than high school;No;0.0;Manufacturing;0.0;Urban;South;Married, together;1983.0;11.0;1.0;3.0;21.0;1.0
7872.0;16.0;Male;Hispanic;33931.0;53.0;High school;No;17000.0;Agriculture, Forestry, Fishing, and Hunting;4.0;Urban;West;Married, together;1979.0;19.0;0.0;0.0;16.0;0.0
7873.0;15.0;Male;Hispanic;49988.0;33.0;High school;No;15000.0;Finance, Insurance, and Real Estate;3.0;Urban;West;Never married;1980.0;16.0;1.0;1.0;16.0;1.0
7877.0;20.0;Female;Non-Black, Non-Hispanic;51224.0;71.0;High school;No;17000.0;Professional and Related Services;3.0;Urban;West;Married, together;1979.0;11.0;1.0;0.0;20.0;1.0
7878.0;21.0;Female;Non-Black, Non-Hispanic;29439.0;61.0;High school;Yes;12000.0;Finance, Insurance, and Real Estate;3.0;Urban;West;Married, together;1979.0;11.0;0.0;1.0;21.0;0.0
7882.0;20.0;Female;Hispanic;30871.0;54.0;Less than high school;No;10000.0;Manufacturing;1.0;Urban;West;Married, together;1980.0;14.0;1.0;3.0;21.0;1.0
7883.0;17.0;Female;Hispanic;53090.0;51.0;High school;No;14000.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1981.0;16.0;1.0;0.0;19.0;1.0
7886.0;17.0;Female;Hispanic;36383.0;45.0;Less than high school;Yes;21000.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1987.0;8.0;0.0;3.0;25.0;0.0
7887.0;21.0;Male;Non-Black, Non-Hispanic;92596.0;70.0;High school;Yes;27000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;West;Married, together;1979.0;12.0;0.0;0.0;21.0;0.0
7888.0;20.0;Female;Non-Black, Non-Hispanic;23564.0;42.0;High school;No;11000.0;Wholesale and Retail Trade;2.0;Urban;West;Never married;1981.0;10.0;0.0;0.0;22.0;0.0
7892.0;20.0;Female;Non-Black, Non-Hispanic;56750.0;57.0;High school;No;0.0;Wholesale and Retail Trade;0.0;Urban;West;Married, together;1979.0;4.0;1.0;6.0;20.0;1.0
7894.0;21.0;Female;Non-Black, Non-Hispanic;52201.0;52.0;Less than high school;No;18878.0;Entertainment and Recreation Services;2.0;Urban;West;Married, together;1980.0;10.0;1.0;0.0;22.0;1.0
7902.0;20.0;Male;Hispanic;51454.0;64.0;College;No;30000.0;Wholesale and Retail Trade;2.0;Urban;South;Never married;1980.0;16.0;0.0;0.0;21.0;0.0
7903.0;20.0;Male;Hispanic;10064.0;43.0;College;No;9000.0;Business and Repair Services;3.0;Urban;West;Married, together;1983.0;14.0;1.0;0.0;24.0;1.0
7904.0;21.0;Female;Non-Black, Non-Hispanic;78872.0;70.0;College;No;19000.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1979.0;8.0;1.0;3.0;21.0;1.0
7910.0;16.0;Female;Black;37045.0;56.0;College;Yes;8600.0;Wholesale and Retail Trade;4.0;Urban;West;Never married;1989.0;8.0;0.0;1.0;26.0;0.0
7911.0;20.0;Female;Non-Black, Non-Hispanic;17902.0;18.0;Less than high school;No;9600.0;Entertainment and Recreation Services;2.0;Urban;West;Other;1987.0;4.0;0.0;0.0;28.0;0.0
7913.0;21.0;Male;Hispanic;11718.0;39.0;Less than high school;No;12000.0;Business and Repair Services;3.0;Urban;West;Married, together;1979.0;11.0;5.0;0.0;21.0;1.0
7919.0;19.0;Female;Non-Black, Non-Hispanic;11483.0;45.0;Less than high school;No;0.0;Wholesale and Retail Trade;0.0;Urban;West;Married, together;1980.0;2.0;2.0;7.0;20.0;1.0
7926.0;22.0;Male;Hispanic;13505.0;13.0;High school;No;20000.0;Professional and Related Services;2.0;Urban;West;Married, together;1979.0;17.0;0.0;2.0;22.0;0.0
7927.0;20.0;Female;Hispanic;36611.0;54.0;High school;No;18000.0;Personal Services;2.0;Urban;West;Married, together;1987.0;8.0;1.0;1.0;28.0;1.0
7928.0;15.0;Female;Black;15948.0;50.0;College;No;16920.0;Professional and Related Services;2.0;Urban;West;Other;1979.0;13.0;3.0;2.0;15.0;1.0
7929.0;17.0;Male;Black;9756.0;24.0;Less than high school;No;6000.0;Manufacturing;1.0;Urban;West;Never married;1986.0;6.0;3.0;2.0;24.0;1.0
7930.0;18.0;Female;Hispanic;7531.0;12.0;High school;No;25000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;West;Married, together;1985.0;13.0;0.0;0.0;24.0;0.0
7931.0;16.0;Female;Hispanic;1655.0;17.0;Less than high school;No;5000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;West;Married, together;1992.0;6.0;0.0;0.0;29.0;0.0
7932.0;14.0;Male;Hispanic;7056.0;17.0;Less than high school;No;22000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;West;Married, together;1979.0;15.0;1.0;3.0;14.0;1.0
7936.0;15.0;Female;Black;23254.0;38.0;High school;No;7000.0;Wholesale and Retail Trade;2.0;Urban;West;Never married;1987.0;9.0;2.0;0.0;23.0;1.0
7938.0;15.0;Female;Black;8706.0;14.0;High school;Yes;7000.0;Professional and Related Services;3.0;Urban;West;Never married;1988.0;5.0;2.0;3.0;24.0;1.0
7940.0;20.0;Male;Hispanic;48474.0;45.0;College;No;33000.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1983.0;15.0;0.0;0.0;24.0;0.0
7943.0;18.0;Female;Hispanic;19834.0;57.0;High school;No;9360.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1987.0;9.0;0.0;2.0;26.0;0.0
7944.0;17.0;Male;Hispanic;44152.0;33.0;Less than high school;No;20000.0;Wholesale and Retail Trade;2.0;Urban;West;Never married;1984.0;14.0;0.0;0.0;22.0;0.0
7945.0;15.0;Female;Hispanic;26641.0;43.0;Less than high school;No;4400.0;Professional and Related Services;1.0;Urban;West;Other;1996.0;2.0;1.0;0.0;32.0;1.0
7947.0;16.0;Male;Hispanic;51648.0;40.0;Less than high school;No;23000.0;Public Administration;2.0;Urban;West;Never married;1990.0;6.0;1.0;1.0;27.0;1.0
7948.0;14.0;Male;Hispanic;12220.0;37.0;Less than high school;No;0.0;Business and Repair Services;1.0;Urban;West;Never married;1982.0;10.0;3.0;2.0;17.0;1.0
7950.0;16.0;Female;Hispanic;36898.0;40.0;High school;No;0.0;Agriculture, Forestry, Fishing, and Hunting;0.0;Urban;West;Never married;1996.0;2.0;1.0;0.0;33.0;1.0
7951.0;15.0;Female;Hispanic;25470.0;47.0;High school;No;0.0;Professional and Related Services;0.0;Urban;West;Never married;1990.0;2.0;3.0;3.0;26.0;1.0
7954.0;19.0;Male;Hispanic;3241.0;15.0;High school;No;15000.0;Professional and Related Services;2.0;Urban;West;Married, together;1980.0;17.0;1.0;0.0;20.0;1.0
7955.0;21.0;Male;Hispanic;3147.0;4.0;Less than high school;No;800.0;Agriculture, Forestry, Fishing, and Hunting;1.0;Urban;West;Married, together;1980.0;4.0;5.0;3.0;22.0;1.0
7958.0;14.0;Female;Hispanic;15156.0;48.0;High school;No;21000.0;Entertainment and Recreation Services;2.0;Urban;West;Other;1985.0;12.0;0.0;0.0;20.0;0.0
7959.0;16.0;Female;Hispanic;25408.0;48.0;High school;No;18200.0;Wholesale and Retail Trade;2.0;Urban;West;Never married;1980.0;15.0;2.0;1.0;17.0;1.0
7964.0;15.0;Male;Hispanic;62286.0;44.0;High school;No;24000.0;Transportation, Communication, Public Utilities;2.0;Urban;West;Married, together;1980.0;18.0;0.0;0.0;16.0;0.0
7966.0;15.0;Male;Hispanic;38554.0;15.0;High school;No;12000.0;Wholesale and Retail Trade;2.0;Rural;South;Never married;1979.0;12.0;3.0;4.0;15.0;1.0
7969.0;17.0;Female;Hispanic;25471.0;48.0;College;No;5500.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1984.0;10.0;0.0;0.0;22.0;0.0
7972.0;15.0;Male;Hispanic;1881.0;35.0;Less than high school;No;15000.0;Public Administration;2.0;Urban;West;Other;1986.0;7.0;1.0;2.0;22.0;1.0
7973.0;15.0;Female;Hispanic;42533.0;44.0;College;Yes;16000.0;Manufacturing;2.0;Urban;West;Married, together;1985.0;13.0;0.0;0.0;21.0;0.0
7974.0;16.0;Female;Hispanic;16982.0;25.0;Less than high school;No;4000.0;Professional and Related Services;1.0;Urban;West;Married, together;1986.0;7.0;2.0;3.0;23.0;1.0
7977.0;18.0;Male;Hispanic;37156.0;27.0;Less than high school;No;10500.0;Manufacturing;2.0;Urban;West;Never married;1983.0;15.0;0.0;0.0;22.0;0.0
7980.0;22.0;Female;Hispanic;80057.0;73.0;College;No;25000.0;Professional and Related Services;3.0;Urban;West;Married, together;1980.0;15.0;2.0;1.0;23.0;1.0
7983.0;19.0;Female;Hispanic;34437.0;58.0;High school;No;15000.0;Professional and Related Services;2.0;Urban;West;Married, together;1979.0;19.0;0.0;0.0;19.0;0.0
7986.0;15.0;Male;Hispanic;30926.0;26.0;Less than high school;No;17500.0;Professional and Related Services;2.0;Urban;West;Married, together;1980.0;15.0;0.0;3.0;16.0;0.0
7987.0;17.0;Male;Hispanic;32908.0;44.0;College;No;19500.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;West;Married, together;1980.0;13.0;5.0;0.0;18.0;1.0
7992.0;17.0;Male;Hispanic;15689.0;16.0;Less than high school;No;27000.0;Transportation, Communication, Public Utilities;2.0;Urban;West;Married, together;1979.0;17.0;2.0;0.0;17.0;1.0
7993.0;16.0;Male;Hispanic;35233.0;43.0;High school;No;31000.0;Mining;2.0;Rural;West;Married, together;1981.0;15.0;2.0;0.0;18.0;1.0
7994.0;14.0;Female;Hispanic;32491.0;49.0;Less than high school;No;0.0;Personal Services;0.0;Urban;West;Married, together;1982.0;5.0;0.0;10.0;17.0;0.0
7997.0;17.0;Female;Hispanic;78212.0;72.0;High school;No;34398.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1979.0;19.0;0.0;0.0;17.0;0.0
7998.0;21.0;Female;Hispanic;75701.0;52.0;College;No;30000.0;Wholesale and Retail Trade;2.0;Urban;West;Other;1979.0;19.0;0.0;0.0;21.0;0.0
8000.0;21.0;Female;Black;79115.0;61.0;College;No;37000.0;Transportation, Communication, Public Utilities;2.0;Urban;West;Married, together;1981.0;14.0;1.0;2.0;23.0;1.0
8001.0;21.0;Female;Hispanic;36125.0;14.0;High school;No;250.0;Manufacturing;1.0;Urban;West;Other;1982.0;7.0;2.0;7.0;24.0;1.0
8004.0;17.0;Male;Hispanic;12558.0;48.0;High school;No;55000.0;Manufacturing;2.0;Urban;Northeast;Never married;1982.0;14.0;0.0;0.0;20.0;0.0
8006.0;17.0;Female;Hispanic;37182.0;55.0;High school;No;15000.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1983.0;14.0;1.0;0.0;21.0;1.0
8010.0;20.0;Female;Hispanic;39450.0;52.0;Less than high school;No;2500.0;Manufacturing;2.0;Urban;West;Never married;1979.0;8.0;4.0;7.0;20.0;1.0
8011.0;18.0;Male;Hispanic;11900.0;16.0;Less than high school;No;38500.0;Manufacturing;3.0;Urban;West;Married, together;1979.0;13.0;2.0;4.0;18.0;1.0
8013.0;20.0;Female;Hispanic;56526.0;22.0;College;No;0.0;Construction;2.0;Urban;West;Married, together;1981.0;12.0;1.0;4.0;22.0;1.0
8021.0;21.0;Male;Non-Black, Non-Hispanic;53329.0;59.0;College;No;42000.0;Wholesale and Retail Trade;2.0;Urban;West;Never married;1979.0;12.0;0.0;0.0;21.0;0.0
8022.0;21.0;Male;Hispanic;27045.0;35.0;High school;No;21000.0;Manufacturing;2.0;Urban;West;Married, together;1979.0;18.0;1.0;0.0;21.0;1.0
8025.0;14.0;Female;Hispanic;7308.0;44.0;College;No;30000.0;Personal Services;2.0;Urban;West;Never married;1983.0;15.0;0.0;0.0;18.0;0.0
8027.0;19.0;Male;Hispanic;54294.0;42.0;Less than high school;No;14000.0;Construction;3.0;Urban;West;Never married;1980.0;14.0;3.0;1.0;20.0;1.0
8029.0;19.0;Female;Hispanic;22834.0;29.0;College;No;9000.0;Public Administration;2.0;Urban;West;Other;1979.0;12.0;1.0;4.0;19.0;1.0
8031.0;15.0;Female;Hispanic;13243.0;36.0;High school;No;21528.0;Public Administration;4.0;Urban;West;Never married;1989.0;6.0;0.0;2.0;25.0;0.0
8033.0;15.0;Female;Black;31914.0;44.0;College;No;40000.0;Business and Repair Services;2.0;Urban;West;Other;1979.0;15.0;0.0;4.0;15.0;0.0
8034.0;16.0;Female;Black;6499.0;18.0;College;No;35000.0;Professional and Related Services;2.0;Urban;West;Married, together;1980.0;18.0;0.0;0.0;17.0;0.0
8035.0;15.0;Female;Black;31881.0;28.0;College;No;6000.0;Professional and Related Services;1.0;Urban;West;Other;1983.0;12.0;0.0;3.0;19.0;0.0
8036.0;18.0;Female;Black;24858.0;46.0;High school;No;23795.0;Professional and Related Services;2.0;Urban;West;Never married;1980.0;17.0;0.0;1.0;19.0;0.0
8038.0;15.0;Male;Black;86086.0;61.0;College;No;41000.0;Public Administration;2.0;Urban;West;Married, together;1981.0;17.0;0.0;0.0;17.0;0.0
8045.0;19.0;Female;Black;25517.0;50.0;Less than high school;No;0.0;Wholesale and Retail Trade;1.0;Urban;South;Married, together;1984.0;6.0;2.0;5.0;24.0;1.0
8046.0;21.0;Male;Hispanic;86735.0;59.0;College;No;0.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1980.0;18.0;0.0;0.0;22.0;0.0
8048.0;14.0;Female;Hispanic;18812.0;46.0;High school;No;1800.0;Entertainment and Recreation Services;2.0;Urban;West;Other;1982.0;7.0;3.0;6.0;17.0;1.0
8049.0;18.0;Female;Black;40973.0;66.0;High school;No;24000.0;Professional and Related Services;2.0;Urban;West;Never married;1979.0;15.0;3.0;0.0;18.0;1.0
8052.0;15.0;Male;Hispanic;11423.0;40.0;High school;No;37000.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1985.0;13.0;0.0;0.0;21.0;0.0
8064.0;18.0;Male;Black;4522.0;23.0;High school;No;1553.0;Professional and Related Services;2.0;Urban;West;Never married;1989.0;4.0;2.0;3.0;28.0;1.0
8070.0;17.0;Male;Hispanic;6316.0;12.0;Less than high school;No;7000.0;Construction;3.0;Urban;West;Never married;1984.0;11.0;1.0;1.0;22.0;1.0
8077.0;14.0;Male;Black;37902.0;5.0;College;No;70000.0;Wholesale and Retail Trade;3.0;Urban;West;Married, together;1992.0;6.0;0.0;0.0;27.0;0.0
8081.0;21.0;Female;Non-Black, Non-Hispanic;42052.0;66.0;High school;No;26000.0;Public Administration;2.0;Urban;West;Married, together;1979.0;12.0;0.0;0.0;21.0;0.0
8083.0;18.0;Female;Hispanic;36068.0;51.0;College;No;720.0;Personal Services;2.0;Urban;West;Married, together;1979.0;10.0;0.0;9.0;18.0;0.0
8085.0;19.0;Female;Non-Black, Non-Hispanic;69478.0;61.0;College;No;24000.0;Wholesale and Retail Trade;2.0;Urban;West;Other;1979.0;11.0;0.0;1.0;19.0;0.0
8087.0;20.0;Male;Hispanic;92868.0;36.0;College;No;27000.0;Business and Repair Services;2.0;Urban;West;Never married;1979.0;19.0;0.0;0.0;20.0;0.0
8089.0;20.0;Male;Non-Black, Non-Hispanic;80480.0;53.0;High school;No;62836.0;Manufacturing;3.0;Urban;West;Married, together;1979.0;12.0;0.0;0.0;20.0;0.0
8090.0;20.0;Male;Non-Black, Non-Hispanic;78305.0;69.0;College;No;62836.0;Wholesale and Retail Trade;2.0;Urban;West;Married, together;1979.0;12.0;0.0;0.0;20.0;0.0
8091.0;20.0;Female;Hispanic;11281.0;10.0;Less than high school;No;10400.0;Professional and Related Services;2.0;Urban;West;Married, together;1982.0;10.0;1.0;4.0;23.0;1.0
8096.0;22.0;Male;Hispanic;7524.0;8.0;High school;No;9000.0;Wholesale and Retail Trade;2.0;Urban;West;Never married;1979.0;19.0;0.0;0.0;22.0;0.0
8101.0;16.0;Male;Hispanic;4449.0;4.0;Less than high school;No;21000.0;Wholesale and Retail Trade;1.0;Urban;West;Other;1983.0;11.0;3.0;0.0;20.0;1.0
8102.0;17.0;Female;Hispanic;93.0;25.0;Less than high school;No;0.0;Manufacturing;0.0;Urban;West;Married, together;1982.0;7.0;0.0;9.0;20.0;0.0
8103.0;19.0;Female;Hispanic;0.0;8.0;Less than high school;No;12000.0;Manufacturing;2.0;Urban;West;Married, together;1979.0;15.0;2.0;2.0;19.0;1.0
8105.0;18.0;Female;Hispanic;46671.0;65.0;College;No;20652.0;Finance, Insurance, and Real Estate;2.0;Urban;West;Married, together;1982.0;11.0;0.0;5.0;21.0;0.0
8106.0;22.0;Male;Hispanic;9412.0;6.0;Less than high school;No;16000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;West;Other;1979.0;16.0;0.0;0.0;22.0;0.0
8107.0;19.0;Male;Hispanic;222.0;20.0;Less than high school;No;22000.0;Agriculture, Forestry, Fishing, and Hunting;2.0;Urban;West;Married, together;1979.0;18.0;0.0;0.0;19.0;0.0
8108.0;15.0;Male;Hispanic;20466.0;35.0;College;No;25000.0;Wholesale and Retail Trade;2.0;Urban;West;Never married;1980.0;15.0;2.0;0.0;16.0;1.0
8109.0;18.0;Female;Hispanic;13150.0;37.0;Less than high school;No;0.0;Personal Services;0.0;Urban;West;Other;1987.0;2.0;1.0;7.0;26.0;1.0
8110.0;21.0;Female;Hispanic;49594.0;52.0;College;No;15000.0;Finance, Insurance, and Real Estate;1.0;Urban;West;Married, together;1979.0;19.0;0.0;0.0;21.0;0.0
